Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
Medium Risk,Capitol Hill,500 E Pike St,Seattle,WA,98122,1924,2,Permitted Retrofit,Commercial,11-100,Google Street View-Rosettes,POINT (-122.32531 47.61408)
Medium Risk,Capitol Hill,501 E Pine St,Seattle,WA,98122,1912,3,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.32522 47.61518)
Medium Risk,Capitol Hill,504 E Denny Way,Seattle,WA,98122,1914,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32492 47.61848)
Medium Risk,Capitol Hill,505 Boylston Ave E,Seattle,WA,98102,1930,5,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32305 47.62328)
Medium Risk,Capitol Hill,512 E Pike St,Seattle,WA,98122,1926,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.3249 47.61408)
Medium Risk,Capitol Hill,516 Bellevue Ave E,Seattle,WA,98102,1928,4,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.32658 47.62363)
Medium Risk,Capitol Hill,516 E Union St,Seattle,WA,98122,1924,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.32469 47.61298)
Medium Risk,Capitol Hill,517 E Pike St,Seattle,WA,98122,1910,2,Permitted Retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.32481 47.61408)
Medium Risk,Capitol Hill,605 E Denny Way,Seattle,WA,98122,1927,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32359 47.61849)
Medium Risk,Capitol Hill,611 E Pine St,Seattle,WA,98122,1916,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32388 47.61519)
Medium Risk,Capitol Hill,616 E Thomas St,Seattle,WA,98102,1927,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32326 47.62106)
Medium Risk,Capitol Hill,619 E Pine St,Seattle,WA,98122,1917,3,No visible retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.32372 47.61519)
Medium Risk,Capitol Hill,713 E Pike St,Seattle,WA,98122,1911,3,No visible retrofit,Other Mixed Uses,11-100,Photos from Previous Surveys,POINT (-122.3227 47.61407)
High Risk,Capitol Hill,722 E Union St,Seattle,WA,98122,1912,3,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.32262 47.61298)
High Risk,Capitol Hill,801 E Pine St,Seattle,WA,98122,1915,3,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.32175 47.61522)
High Risk,Capitol Hill,807 E Roy St,Seattle,WA,98102,1925,3,Substantial Alteration,Public Assembly,101+,Photos from Previous Surveys,POINT (-122.32179 47.62512)
Medium Risk,Capitol Hill,814 E Pike St,Seattle,WA,98122,1912,2,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.32124 47.61407)
High Risk,Capitol Hill,900 E Pine St,Seattle,WA,98122,1925,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.32041 47.61523)
Medium Risk,Capitol Hill,906 E John St,Seattle,WA,98102,1924,6,Visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.32039 47.61991)
Medium Risk,Capitol Hill,907 E Pine St,Seattle,WA,98122,1912,2,Visible retrofit,Public Assembly,11-100,Google Street View,POINT (-122.3204 47.61523)
Medium Risk,Capitol Hill,913 E Pike St,Seattle,WA,98122,1912,3,No visible retrofit,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.31987 47.6141)
Medium Risk,Capitol Hill,914 E Harrison St,Seattle,WA,98102,1914,4,Visible retrofit,Residential,11-100,Google Street View,POINT (-122.32016 47.62198)
Medium Risk,Capitol Hill,915 E Harrison St,Seattle,WA,98102,1928,5,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32022 47.62198)
Medium Risk,Capitol Hill,915 E Pine St,Seattle,WA,98122,1908,4,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.31988 47.61523)
High Risk,Capitol Hill,925 E Pike St,Seattle,WA,98122,1916,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.31974 47.6141)
Critical Risk,Capitol Hill,1002 E Seneca St,Seattle,WA,98122,1922,1,Substantial Alteration,Schools,101+,Photos from Previous Surveys,POINT (-122.31916 47.61218)
Medium Risk,Capitol Hill,1100 E Pike St,Seattle,WA,98122,1912,3,Visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.31812 47.61412)
Medium Risk,Capitol Hill,1101 E Pike St,Seattle,WA,98122,1911,3,Permitted Retrofit,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.31779 47.61412)
Medium Risk,Capitol Hill,1107 E Denny Way,Seattle,WA,98122,1910,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.31777 47.61875)
Medium Risk,Capitol Hill,1215 Seneca St,Seattle,WA,98101,1928,5,Permitted Retrofit,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.32466 47.61151)
Medium Risk,Capitol Hill,1222 Summit Ave,Seattle,WA,98101,1916,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32467 47.61217)
Medium Risk,Capitol Hill,1224 Madison St,Seattle,WA,98104,1924,1,Visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.32349 47.61036)
Medium Risk,Capitol Hill,1305 E Denny Way,Seattle,WA,98122,1922,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.31527 47.61877)
Medium Risk,Capitol Hill,1319 E Madison St,Seattle,WA,98122,1920,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.31483 47.61365)
Medium Risk,Capitol Hill,1325 E Madison St,Seattle,WA,98122,1937,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.3146 47.61375)
Medium Risk,Capitol Hill,1400 Broadway,Seattle,WA,98122,1911,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.32046 47.61323)
Medium Risk,Capitol Hill,1401 12th Ave,Seattle,WA,98122,1913,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.31693 47.61326)
Medium Risk,Capitol Hill,1412 Summit Ave,Seattle,WA,98122,1908,5,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.32554 47.61337)
Medium Risk,Capitol Hill,1414 Broadway,Seattle,WA,98122,1907,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32033 47.61323)
Medium Risk,Capitol Hill,1414 E Denny Way,Seattle,WA,98122,1915,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31368 47.61892)
Medium Risk,Capitol Hill,1414 Seneca St,Seattle,WA,98101,1918,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32242 47.61244)
Critical Risk,Capitol Hill,1415 Summit Ave,Seattle,WA,98122,1904,2,Permitted Retrofit,Schools,101+,Google Street View,POINT (-122.32554 47.61338)
Medium Risk,Capitol Hill,1420 Broadway,Seattle,WA,98122,1904,2,Visible retrofit,Commercial,11-100,Google Street View-Rosettes,POINT (-122.32081 47.61357)
Medium Risk,Capitol Hill,1421 15th Ave,Seattle,WA,98122,1907,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.31331 47.61378)
Medium Risk,Capitol Hill,1424 10th Ave,Seattle,WA,98122,1913,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.31943 47.6137)
Medium Risk,Capitol Hill,1450 E Republican St,Seattle,WA,98112,1926,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31312 47.62338)
High Risk,Capitol Hill,1500 Bellevue Ave,Seattle,WA,98122,1910,3,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.32689 47.61434)
Medium Risk,Capitol Hill,1505 Broadway,Seattle,WA,98122,1913,2,No visible retrofit,Commercial,101+,Permit Drawing Review,POINT (-122.32081 47.61437)
High Risk,Capitol Hill,1506 11th Ave,Seattle,WA,98122,1916,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.31812 47.61436)
Medium Risk,Capitol Hill,1510 Melrose Ave,Seattle,WA,98122,1930,2,Substantial Alteration,Commercial/Residential,11-100,Google Street View,POINT (-122.32792 47.61438)
Medium Risk,Capitol Hill,1511 Boylston Ave,Seattle,WA,98122,1907,3,No visible retrofit,Residential,11-100,Sandborn Insurance Maps,POINT (-122.32349 47.61451)
Medium Risk,Capitol Hill,1512 Summit Ave,Seattle,WA,98122,1908,5,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32553 47.61458)
Medium Risk,Capitol Hill,1514 10th Ave,Seattle,WA,98122,1912,2,No visible retrofit,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.31944 47.61433)
Medium Risk,Capitol Hill,1515 Bellevue Ave,Seattle,WA,98122,1925,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32689 47.61452)
Medium Risk,Capitol Hill,1520 13th Ave,Seattle,WA,98122,1920,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.31562 47.61481)
Medium Risk,Capitol Hill,1520 Bellevue Ave,Seattle,WA,98122,1918,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.32689 47.61482)
Medium Risk,Capitol Hill,1520 Melrose Ave,Seattle,WA,98122,1916,4,Visible retrofit,Residential,11-100,Google Street View,POINT (-122.32792 47.61468)
Medium Risk,Capitol Hill,1521 15th Ave,Seattle,WA,98122,1910,4,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.31279 47.61476)
High Risk,Capitol Hill,1522 12th Ave,Seattle,WA,98122,1922,1,Substantial Alteration,Public Assembly,101+,Google Street View,POINT (-122.31683 47.61481)
Medium Risk,Capitol Hill,1525 Boylston Ave,Seattle,WA,98122,1919,1,Substantial Alteration,Residential,11-100,Permit Drawing Review,POINT (-122.32349 47.61479)
Medium Risk,Capitol Hill,1531 Belmont Ave,Seattle,WA,98122,1910,4,Permitted Retrofit,Residential,11-100,Field Visit,POINT (-122.32456 47.61506)
Medium Risk,Capitol Hill,1617 Boylston Ave,Seattle,WA,98122,1921,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.32343 47.6158)
High Risk,Capitol Hill,1625 Broadway,Seattle,WA,98122,1910,2,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.32179 47.61561)
Medium Risk,Capitol Hill,1617 Yale Ave,Seattle,WA,98101,1925,6,Permitted Retrofit,Residential,101+,Google Street View,POINT (-122.32845 47.61599)
Medium Risk,Capitol Hill,1619 Belmont Ave,Seattle,WA,98122,1928,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32457 47.61584)
Medium Risk,Capitol Hill,1621 12th Ave,Seattle,WA,98122,1917,1,Substantial Alteration,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.31686 47.6159)
Medium Risk,Capitol Hill,1628 Bellevue Ave,Seattle,WA,98122,1916,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32687 47.61606)
Medium Risk,Capitol Hill,1629 Harvard Ave,Seattle,WA,98122,1940,6,No visible retrofit,Residential,101+,Google Street View,POINT (-122.32219 47.6162)
Medium Risk,Capitol Hill,1631 Belmont Ave,Seattle,WA,98122,1928,3,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32457 47.6162)
Medium Risk,Capitol Hill,1633 Melrose Ave,Seattle,WA,98101,1916,5,Permitted Retrofit,Residential,11-100,Permit Drawing Review,POINT (-122.3279 47.61628)
High Risk,Capitol Hill,1727 Harvard Ave,Seattle,WA,98122,1923,3,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.32219 47.61725)
Medium Risk,Capitol Hill,1736 Belmont Ave,Seattle,WA,98122,1923,7,No visible retrofit,Residential,101+,Google Street View,POINT (-122.32457 47.61749)
Medium Risk,Capitol Hill,1736 Summit Ave,Seattle,WA,98122,1925,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32563 47.61744)
Medium Risk,Capitol Hill,1743 Summit Ave,Seattle,WA,98122,1916,4,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.32564 47.61758)
Medium Risk,Capitol Hill,1815 15th Ave,Seattle,WA,98122,1929,2,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31278 47.61817)
Medium Risk,Capitol Hill,1819 Bellevue Ave,Seattle,WA,98122,1929,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32674 47.61837)
Medium Risk,Capitol Hill,1820 Boylston Ave,Seattle,WA,98122,1920,3,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32345 47.61823)
Medium Risk,Capitol Hill,1833 13th Ave,Seattle,WA,98122,1928,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31563 47.61849)
Medium Risk,Capitol Hill,725 E Denny Way,Seattle,WA,98122,1926,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.3224 47.61873)
Medium Risk,Capitol Hill,1134 Broadway,Seattle,WA,98122,1927,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.3208 47.61236)
Medium Risk,Capitol Hill,1351 E Olive Way,Seattle,WA,98122,1925,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.32763 47.61674)
Medium Risk,Capitol Hill,1423 10th Ave,Seattle,WA,98122,1907,2,No visible retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.31943 47.61368)
Medium Risk,Capitol Hill,1505 10th Ave,Seattle,WA,98122,1910,3,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.31944 47.61426)
High Risk,Capitol Hill,1515 Melrose Ave,Seattle,WA,98122,1919,1,Substantial Alteration,Public Assembly,101+,Field Visit,POINT (-122.32792 47.6146)
High Risk,Capitol Hill,1510 E Olive Way,Seattle,WA,98122,1924,3,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.32588 47.61819)
Medium Risk,Capitol Hill,1515 Broadway,Seattle,WA,98122,1912,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.3212 47.61473)
Medium Risk,Capitol Hill,1514 Broadway,Seattle,WA,98122,1909,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.32043 47.61476)
High Risk,Capitol Hill,1518 11th Ave,Seattle,WA,98122,1915,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.31813 47.61471)
Medium Risk,Capitol Hill,1550 E Olive Way,Seattle,WA,98102,1924,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.32561 47.61854)
Medium Risk,Capitol Hill,1620 14th Ave,Seattle,WA,98122,1919,2,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31432 47.61592)
Medium Risk,Capitol Hill,1626 13th Ave,Seattle,WA,98122,1908,3,Substantial Alteration,Residential,11-100,Permit Drawing Review,POINT (-122.31557 47.61612)
Medium Risk,Capitol Hill,209 Broadway E,Seattle,WA,98102,1908,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32156 47.62033)
Medium Risk,Capitol Hill,219 Broadway E,Seattle,WA,98102,1918,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32159 47.62062)
Medium Risk,Capitol Hill,300 Broadway E,Seattle,WA,98102,1909,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.32091 47.621271)
Medium Risk,Capitol Hill,401 15th Ave E,Seattle,WA,98112,1922,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.31267 47.62213)
Medium Risk,Capitol Hill,420 Broadway E,Seattle,WA,98102,1930,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.32094 47.62266)
Medium Risk,Capitol Hill,417 13th Ave E,Seattle,WA,98102,1910,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.3157 47.62244)
Medium Risk,Capitol Hill,615 Broadway E,Seattle,WA,98102,1931,1,No visible retrofit,Public Assembly,11-100,Field Visit,POINT (-122.32097 47.62475)
Medium Risk,Capitol Hill,905 E Pike St,Seattle,WA,98122,1912,3,No visible retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.32037 47.61409)
Medium Risk,Capitol Hill,910 E Pike St,Seattle,WA,98122,1908,3,No visible retrofit,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.3201 47.61409)
Critical Risk,Capitol Hill,1115 Harvard Ave,Seattle,WA,98122,1910,2,No visible retrofit,Schools,101+,Google Street View,POINT (-122.32148 47.61206)
Medium Risk,Capitol Hill,1406 Harvard Ave,Seattle,WA,98122,1908,2,Visible retrofit,Residential,11-100,Field Visit,POINT (-122.32184 47.61341)
Medium Risk,Capitol Hill,1630 Boylston Ave,Seattle,WA,98122,1917,4,Permitted Retrofit,Residential,11-100,Field Visit,POINT (-122.32341 47.61619)
High Risk,Capitol Hill,1531 Melrose Ave,Seattle,WA,98122,1912,1,Substantial Alteration,Public Assembly,101+,Field Visit,POINT (-122.32791 47.61484)
Medium Risk,Capitol Hill,1201 Pine St,Seattle,WA,98101,1912,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32861 47.61497)
High Risk,Capitol Hill,601 Broadway E,Seattle,WA,98102,1931,1,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.32096 47.6244)
Medium Risk,Capitol Hill,225 Broadway E,Seattle,WA,98102,1940,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.32091 47.62071)
Medium Risk,Capitol Hill,309 Belmont Ave E,Seattle,WA,98102,1928,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32405 47.62113)
Medium Risk,Capitol Hill,111 Broadway E,Seattle,WA,98102,1927,1,Visible retrofit,Commercial,11-100,Google Street View,POINT (-122.32088 47.61908)
Medium Risk,Capitol Hill,223 14th Ave E,Seattle,WA,98112,1926,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.3143 47.62063)
Medium Risk,Capitol Hill,1412 12th Ave,Seattle,WA,98122,1919,4,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.31681 47.61346)
High Risk,Capitol Hill,1213 E Pine St,Seattle,WA,98122,1927,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.31597 47.61523)
Medium Risk,Capitol Hill,1620 13th Ave,Seattle,WA,98122,1908,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31516 47.61576)
Medium Risk,Capitol Hill,1501 E Olive Way,Seattle,WA,98122,1916,1,No visible retrofit,Commercial,11-100,Sandborn Insurance Maps,POINT (-122.32604 47.61799)
Medium Risk,Cascade/Eastlake,112 5th Ave N,Seattle,WA,98109,1905,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.34738 47.61926)
Medium Risk,Cascade/Eastlake,133 Dexter Ave N,Seattle,WA,98109,1931,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.3428 47.61939)
Medium Risk,Cascade/Eastlake,133 Pontius Ave N,Seattle,WA,98109,1916,4,Visible retrofit,Residential,11-100,Google Street View,POINT (-122.33242 47.61935)
Medium Risk,Cascade/Eastlake,228 9th Ave N,Seattle,WA,98109,1928,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.3398 47.62048)
Medium Risk,Cascade/Eastlake,234 Dexter Ave N,Seattle,WA,98109,1933,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.34237 47.62063)
Medium Risk,Cascade/Eastlake,234 Fairview Ave N,Seattle,WA,98109,1926,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.33432 47.6207)
Medium Risk,Cascade/Eastlake,305 Bell St,Seattle,WA,98121,1925,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34453 47.61493)
Medium Risk,Cascade/Eastlake,308 Bell St,Seattle,WA,98121,1916,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.34454 47.61492)
Medium Risk,Cascade/Eastlake,310 Terry Ave N,Seattle,WA,98109,1915,2,Substantial Alteration,Commercial,101+,Permit Drawing Review,POINT (-122.33719 47.62151)
Medium Risk,Cascade/Eastlake,314 Bell St,Seattle,WA,98121,1914,1,Permitted Retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.34433 47.61509)
Medium Risk,Cascade/Eastlake,320 Cedar St,Seattle,WA,98121,1908,3,Visible retrofit,Residential,101+,Google Street View,POINT (-122.34835 47.61762)
Medium Risk,Cascade/Eastlake,325 Westlake Ave N,Seattle,WA,98109,1927,1,Substantial Alteration,Commercial/Residential,11-100,Google Street View,POINT (-122.33847 47.62169)
Medium Risk,Cascade/Eastlake,333 Westlake Ave N,Seattle,WA,98109,1923,2,Substantial Alteration,Commercial/Office,11-100,Google Street View-Rosettes,POINT (-122.33847 47.62185)
Medium Risk,Cascade/Eastlake,415 Bell St,Seattle,WA,98121,1919,1,Substantial Alteration,Government,101+,Google Street View,POINT (-122.34335 47.61584)
Medium Risk,Cascade/Eastlake,427 9th Ave N,Seattle,WA,98109,1929,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34005 47.62307)
Medium Risk,Cascade/Eastlake,508 Denny Way,Seattle,WA,98109,1919,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.34732 47.61857)
Medium Risk,Cascade/Eastlake,513 Dexter Ave N,Seattle,WA,98109,1928,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.34278 47.62411)
Medium Risk,Cascade/Eastlake,614 Aurora Ave N,Seattle,WA,98109,1926,1,No visible retrofit,Vacant,,Google Street View,POINT (-122.34361 47.6251)
Critical Risk,Cascade/Eastlake,914 Virginia St,Seattle,WA,98101,0,3,Substantial Alteration,Schools,101+,Field Visit,POINT (-122.3352 47.61679)
Medium Risk,Cascade/Eastlake,917 Howell St,Seattle,WA,98101,1922,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.33262 47.61524)
Medium Risk,Cascade/Eastlake,922 Virginia St,Seattle,WA,98101,1926,1,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.33503 47.61692)
High Risk,Cascade/Eastlake,1027 Bellevue Court E,Seattle,WA,98102,1910,4,Permitted Retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32723 47.6274)
Medium Risk,Cascade/Eastlake,1114 Howell St,Seattle,WA,98101,1930,1,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.33087 47.6166)
Medium Risk,Cascade/Eastlake,1124 Eastlake Ave E,Seattle,WA,98109,1917,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.32876 47.62953)
Medium Risk,Cascade/Eastlake,1255 Westlake Ave N,Seattle,WA,98109,1920,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34099 47.6313)
Critical Risk,Cascade/Eastlake,1275 Mercer St,Seattle,WA,98109,1928,1,Substantial Alteration,Schools,101+,Permit Drawing Review,POINT (-122.33084 47.62427)
Medium Risk,Cascade/Eastlake,1809 Minor Ave,Seattle,WA,98101,1917,2,Substantial Alteration,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.33092 47.61705)
High Risk,Cascade/Eastlake,1828 Yale Ave,Seattle,WA,98101,1922,1,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.33022 47.61813)
Medium Risk,Cascade/Eastlake,1932 9th Ave,Seattle,WA,98101,1917,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.33554 47.61628)
Medium Risk,Cascade/Eastlake,1933 5th Ave,Seattle,WA,98101,1923,3,No visible retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33907 47.61363)
Medium Risk,Cascade/Eastlake,2008 Westlake Ave,Seattle,WA,98121,1907,3,Visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.33788 47.61554)
Medium Risk,Cascade/Eastlake,2014 4th Ave,Seattle,WA,98121,1917,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.34029 47.61384)
Medium Risk,Cascade/Eastlake,2021 4th Ave,Seattle,WA,98121,1915,5,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.34119 47.61341)
Medium Risk,Cascade/Eastlake,2022 Boren Ave,Seattle,WA,98121,1929,1,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.33475 47.61815)
Medium Risk,Cascade/Eastlake,2027 5th Ave,Seattle,WA,98121,1920,1,Permitted Retrofit,Office,11-100,Google Street View,POINT (-122.34025 47.61406)
Medium Risk,Cascade/Eastlake,2045 Westlake Ave,Seattle,WA,98121,1909,3,Visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.33795 47.6159)
High Risk,Cascade/Eastlake,2100 5th Ave,Seattle,WA,98121,1927,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.3407 47.61465)
Medium Risk,Cascade/Eastlake,2121 Westlake Ave,Seattle,WA,98121,1925,4,Substantial Alteration,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33849 47.61729)
Medium Risk,Cascade/Eastlake,2132 5th Ave,Seattle,WA,98121,1922,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.34139 47.61559)
Medium Risk,Cascade/Eastlake,2211 5th Ave,Seattle,WA,98121,1913,2,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34217 47.61545)
Medium Risk,Cascade/Eastlake,2212 4th Ave,Seattle,WA,98121,1924,1,No visible retrofit,Office,11-100,Photos from Previous Surveys,POINT (-122.3432 47.61491)
Medium Risk,Cascade/Eastlake,2218 4th Ave,Seattle,WA,98121,1924,1,Permitted Retrofit,Commercial,101+,Google Street View-Rosettes,POINT (-122.34339 47.61502)
Medium Risk,Cascade/Eastlake,2226 3rd Ave,Seattle,WA,98121,1929,2,Visible retrofit,Office,11-100,Photos from Previous Surveys,POINT (-122.34443 47.61448)
Medium Risk,Cascade/Eastlake,2230 4th Ave,Seattle,WA,98121,1922,4,No visible retrofit,Residential,101+,Google Street View,POINT (-122.3437 47.6152)
Medium Risk,Cascade/Eastlake,2302 4th Ave,Seattle,WA,98121,1918,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.34414 47.61547)
Medium Risk,Cascade/Eastlake,2321 4th Ave,Seattle,WA,98121,1918,4,Permitted Retrofit,Residential,11-100,Google Street View,POINT (-122.34469 47.61579)
Medium Risk,Cascade/Eastlake,2329 4th Ave,Seattle,WA,98121,1946,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.34492 47.61592)
Medium Risk,Cascade/Eastlake,2330 3rd Ave,Seattle,WA,98121,1918,1,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34589 47.61534)
Medium Risk,Cascade/Eastlake,2331 7th Ave,Seattle,WA,98121,1936,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.34253 47.618)
Medium Risk,Cascade/Eastlake,2602 4th Ave,Seattle,WA,98121,1923,4,Permitted Retrofit,Residential,11-100,Google Street View,POINT (-122.34731 47.61735)
Medium Risk,Cascade/Eastlake,1200 Stewart St,Seattle,WA,98101,1906,1,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.33162 47.61781)
Medium Risk,Cascade/Eastlake,2315 4th Ave,Seattle,WA,98121,1923,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.34458 47.61572)
Medium Risk,Cascade/Eastlake,2600 3rd Ave,Seattle,WA,98121,1911,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.34819 47.61669)
Medium Risk,Cascade/Eastlake,401 Cedar St,Seattle,WA,98121,1927,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.34774 47.61803)
Medium Risk,Cascade/Eastlake,425 Westlake Ave N,Seattle,WA,98109,1920,2,Permitted Retrofit,Other Mixed Uses,101+,Google Street View,POINT (-122.33846 47.62295)
